ID,Cycliste,Nationality,Points,Racedays,Km,Wins,Top_10,Weight,Height,Age,UCI_rank,All_time_rank,Team,TDF_starts,Giro_starts,Vuelta_starts,Roubaix_starts,MSR_starts,LBL_starts,Ronde_starts,Lombardia_starts,GC_wins,Oneday_Race_wins,ITT_wins,Gt_Participation,Classic_Participation,GT_Classic_Participation,Carreer_Major_Wins,Points_per_Km,Points_per_days,days_between_wins,top10_percent
381,Torkil Veyhe,denmark,0,10,1278,0,0,77.0,1.86,30,NC,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
382,Jesper Schultz,denmark,0,6,1062,0,0,60.0,1.81,24,NC,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
383,Kim Magnusson,sweden,15,14,2267,1,1,71.0,1.85,28,386,NC,riwal-securitas-cycling-team,0,0,0,0,0,1,0,0,0,2,0,0,1,1,2,0.006616674018526688,1.0714285714285714,14.0,0.07142857142857142
384,Tobias Kongstad,denmark,3,16,2974,0,0,72.0,1.89,24,1523,NC,riwal-securitas-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001008742434431742,0.1875,inf,0.0
385,Alejandro Valverde,spain,818,65,10738,0,15,61.0,1.77,40,53,7,movistar-team,13,1,14,0,7,14,1,9,24,30,8,28,31,59,54,0.07617805922890669,12.584615384615386,inf,0.2307692307692308
386,José Joaquín Rojas,spain,78,59,9695,0,1,70.0,1.77,35,759,646,movistar-team,8,4,6,8,8,7,8,3,0,4,0,18,34,52,4,0.008045384218669417,1.3220338983050848,inf,0.01694915254237288
387,Jürgen Roelandts,belgium,82,30,4499,0,4,78.0,1.84,35,303,920,movistar-team,7,2,1,9,10,0,9,0,1,1,0,10,28,38,2,0.018226272505001112,2.7333333333333334,inf,0.13333333333333333
388,Carlos Betancur,colombia,0,13,1893,0,1,60.0,1.67,31,NC,854,movistar-team,1,5,3,0,5,7,1,5,2,3,0,9,18,27,5,0.0,0.0,inf,0.07692307692307693
389,Dario Cataldo,italy,81,60,9813,0,0,64.0,1.75,35,910,1555,movistar-team,2,11,9,0,3,7,0,13,0,1,2,22,23,45,1,0.008254356465912566,1.35,inf,0.0
390,Enric Mas,spain,719,59,9381,0,12,61.0,1.77,25,40,1269,movistar-team,2,0,3,0,0,3,0,2,1,0,0,5,5,10,1,0.0766442809934975,12.1864406779661,inf,0.2033898305084746
391,Nelson Oliveira,portugal,202,60,9501,0,5,67.0,1.8,31,216,NC,movistar-team,5,2,6,5,0,2,5,4,0,1,4,13,16,29,1,0.021260919903168092,3.3666666666666667,inf,0.08333333333333333
392,Marc Soler,spain,534,64,10220,2,9,68.0,1.86,27,95,1487,movistar-team,3,0,3,1,0,1,0,3,1,1,0,6,5,11,2,0.052250489236790605,8.34375,32.0,0.140625
393,Eduard Prades,spain,77,20,3360,0,1,63.0,1.78,33,364,1238,movistar-team,0,0,2,0,0,1,1,0,3,2,0,2,2,4,5,0.02291666666666666,3.85,inf,0.05
394,Imanol Erviti,spain,56,50,8334,0,0,82.0,1.89,37,1035,NC,movistar-team,11,1,13,15,5,10,15,5,0,1,0,25,50,75,1,0.00671946244300456,1.12,inf,0.0
395,Davide Villella,italy,91,46,7443,0,2,66.0,1.82,29,297,NC,movistar-team,0,6,4,0,3,4,0,7,1,1,0,10,14,24,2,0.012226252855031572,1.9782608695652173,inf,0.043478260869565216
396,Eduardo Sepúlveda,argentina,45,46,7291,0,1,57.0,1.73,29,1047,NC,movistar-team,3,2,0,1,1,0,0,1,0,2,0,5,3,8,2,0.006171992867919353,0.9782608695652174,inf,0.021739130434782608
397,Carlos Verona,spain,202,56,9123,0,2,68.0,1.86,28,307,NC,movistar-team,2,2,4,0,0,5,0,6,0,0,0,8,11,19,0,0.022141839307245424,3.6071428571428568,inf,0.03571428571428571
398,Mathias Norsgaard,denmark,0,11,1552,0,0,81.0,2.0,23,NC,NC,movistar-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
399,Lluís Mas,spain,17,33,4714,0,1,69.0,1.81,31,963,NC,movistar-team,0,1,5,0,1,0,2,1,0,0,0,6,4,10,0,0.003606279168434449,0.5151515151515151,inf,0.030303030303030307
400,Antonio Pedrero,spain,86,44,7083,0,0,60.0,1.77,29,596,NC,movistar-team,0,3,2,0,0,0,0,1,0,0,0,5,1,6,0,0.012141747846957505,1.9545454545454544,inf,0.0
401,Juri Hollmann,germany,15,25,3830,0,0,70.0,1.85,21,1382,NC,movistar-team,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0039164490861618795,0.6,inf,0.0
402,Albert Torres,spain,58,48,7744,0,3,70.0,1.8,30,NC,NC,movistar-team,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0074896694214876035,1.2083333333333333,inf,0.0625
403,Sergio Samitier,spain,153,48,7662,0,1,63.0,1.81,25,411,NC,movistar-team,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0.019968676585747847,3.1875,inf,0.02083333333333333
404,Jorge Arcas,spain,47,51,8362,0,1,68.0,1.87,28,916,NC,movistar-team,0,0,3,3,1,1,3,0,0,0,0,3,8,11,0,0.005620664912700311,0.9215686274509804,inf,0.0196078431372549
405,Matteo Jorgenson,united-states,48,22,3731,0,1,65.0,1.9,21,536,NC,movistar-team,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0.012865183596890914,2.1818181818181817,inf,0.045454545454545456
406,Héctor Carretero,spain,48,45,7186,0,2,67.0,1.83,25,702,NC,movistar-team,0,2,0,2,3,0,2,3,0,0,0,2,10,12,0,0.006679654884497634,1.0666666666666669,inf,0.04444444444444445
407,Johan Jacobs,switzerland,56,32,5023,0,3,77.0,1.92,23,317,NC,movistar-team,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.011148715906828588,1.75,inf,0.09375
408,Gabriel Cullaigh,great-britain,10,16,2408,0,0,78.0,1.79,24,NC,NC,movistar-team,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.004152823920265781,0.625,inf,0.0
409,Einer Augusto Rubio,colombia,50,36,5660,0,3,56.0,1.64,22,1040,NC,movistar-team,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0.0088339222614841,1.3888888888888888,inf,0.08333333333333333
410,Iñigo Elosegui,spain,26,31,4856,0,1,69.0,1.88,22,1665,NC,movistar-team,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0.005354200988467875,0.8387096774193549,inf,0.03225806451612903
411,Juan Diego Alba,colombia,20,21,3389,0,1,59.0,1.73,23,1960,NC,movistar-team,0,0,0,0,0,1,1,1,0,0,0,0,3,3,0,0.0059014458542342866,0.9523809523809524,inf,0.047619047619047616
412,Sebastián Mora,spain,11,35,5413,0,2,70.0,1.81,32,NC,NC,movistar-team,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.002032144836504711,0.3142857142857143,inf,0.057142857142857134
413,Philippe Gilbert,belgium,191,36,6089,0,3,69.0,1.79,38,169,28,lotto-soudal,10,4,9,3,16,15,11,12,7,37,2,23,57,80,44,0.031368040729183776,5.3055555555555545,inf,0.08333333333333333
414,John Degenkolb,germany,405,37,6083,1,9,77.0,1.8,31,67,114,lotto-soudal,7,1,6,8,6,0,9,0,1,12,0,14,23,37,13,0.06657899062962354,10.945945945945946,37.0,0.2432432432432433
415,Tim Wellens,belgium,437,41,6986,2,8,65.0,1.83,29,77,214,lotto-soudal,3,3,1,0,2,8,2,8,6,7,2,7,20,27,13,0.06255367878614372,10.658536585365852,20.5,0.1951219512195122
416,Caleb Ewan,australia,845,49,7997,7,17,67.0,1.65,26,35,215,lotto-soudal,2,3,1,0,4,0,0,0,1,5,0,6,4,10,6,0.1056646242340878,17.244897959183675,7.0,0.3469387755102041
417,Thomas De Gendt,belgium,145,69,10821,0,4,69.0,1.77,34,314,871,lotto-soudal,8,4,7,1,1,6,2,6,0,0,0,19,16,35,0,0.013399870621938823,2.101449275362319,inf,0.05797101449275361
418,Nikolas Maes,belgium,32,30,5062,0,0,78.0,1.9,34,834,NC,lotto-soudal,0,1,4,8,4,0,7,1,1,0,0,5,20,25,1,0.006321612011062821,1.0666666666666669,inf,0.0
419,Tosh Van der Sande,belgium,65,50,8251,0,3,64.0,1.78,30,2079,NC,lotto-soudal,0,3,6,0,2,8,1,1,0,0,0,9,12,21,0,0.007877832989940612,1.3,inf,0.06
420,Jelle Wallays,belgium,18,16,2423,0,1,77.0,1.85,31,816,1354,lotto-soudal,0,0,4,5,0,1,5,0,0,5,0,4,11,15,5,0.007428807263722658,1.125,inf,0.0625
421,Adam Hansen,australia,36,45,7083,0,0,75.0,1.86,39,NC,NC,lotto-soudal,8,12,9,2,7,2,0,2,1,0,0,29,13,42,1,0.005082592121982211,0.8,inf,0.0
422,Jasper De Buyst,belgium,128,45,7773,0,2,69.0,1.78,27,405,1771,lotto-soudal,3,2,1,1,2,0,4,0,0,3,0,6,7,13,3,0.016467258458767533,2.844444444444445,inf,0.04444444444444445
423,Tomasz Marczyński,poland,47,39,5960,0,1,65.0,1.8,36,714,NC,lotto-soudal,1,2,5,0,2,5,0,4,0,3,1,8,11,19,3,0.007885906040268457,1.205128205128205,inf,0.02564102564102564
424,Sander Armée,belgium,140,57,9021,1,4,72.0,1.89,35,315,NC,lotto-soudal,0,4,5,0,0,8,0,4,0,0,0,9,12,21,0,0.015519343753464141,2.456140350877193,57.0,0.07017543859649122
425,Roger Kluge,germany,73,54,8955,0,5,83.0,1.92,34,540,NC,lotto-soudal,4,3,0,8,6,0,5,0,0,1,1,7,19,26,1,0.008151870463428253,1.351851851851852,inf,0.0925925925925926
426,Carl Fredrik Hagen,norway,55,47,7693,0,1,65.0,1.8,29,342,NC,lotto-soudal,0,1,1,0,0,0,0,1,0,0,0,2,1,3,0,0.007149356557909788,1.1702127659574468,inf,0.02127659574468085
427,Stan Dewulf,belgium,141,35,6172,0,2,75.0,1.74,23,243,NC,lotto-soudal,0,0,1,1,0,1,1,0,0,0,0,1,3,4,0,0.022845106934543096,4.0285714285714285,inf,0.057142857142857134
428,Jonathan Dibben,great-britain,38,47,7513,0,0,78.0,1.9,26,1619,NC,lotto-soudal,0,1,0,1,0,0,1,0,0,0,1,1,2,3,0,0.00505789964062292,0.8085106382978723,inf,0.0
429,Brent Van Moer,belgium,38,38,6512,0,0,,1.9,22,1258,NC,lotto-soudal,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0.005835380835380835,1.0,inf,0.0
430,Steff Cras,belgium,14,22,3668,0,0,64.0,1.83,24,964,NC,lotto-soudal,1,0,1,0,0,0,0,2,0,0,0,2,2,4,0,0.0038167938931297713,0.6363636363636364,inf,0.0
431,Frederik Frison,belgium,66,54,8736,0,1,79.0,1.94,28,516,NC,lotto-soudal,1,1,0,3,1,1,3,0,0,0,0,2,8,10,0,0.007554945054945055,1.2222222222222223,inf,0.018518518518518517
432,Harm Vanhoucke,belgium,162,46,7251,0,8,68.0,1.78,23,350,NC,lotto-soudal,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0.022341745966073644,3.5217391304347827,inf,0.17391304347826084
433,Gerben Thijssen,belgium,128,24,3724,0,3,67.0,1.75,22,287,NC,lotto-soudal,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.034371643394199784,5.333333333333333,inf,0.125
434,Stefano Oldani,italy,78,43,7007,0,3,62.0,1.78,22,641,NC,lotto-soudal,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.011131725417439705,1.8139534883720931,inf,0.06976744186046513
435,Rémy Mertz,belgium,50,49,8008,0,0,70.0,1.75,25,1194,NC,lotto-soudal,0,0,2,0,0,2,0,1,0,0,0,2,3,5,0,0.006243756243756244,1.020408163265306,inf,0.0
436,Brian van Goethem,netherlands,18,24,3580,0,0,77.0,1.86,29,1552,NC,lotto-soudal,0,0,1,2,0,0,4,0,0,0,0,1,6,7,0,0.005027932960893855,0.75,inf,0.0
437,Matthew Holmes,great-britain,124,46,7127,1,2,,,27,341,NC,lotto-soudal,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.01739862494738319,2.6956521739130435,46.0,0.043478260869565216
438,Florian Vermeersch,belgium,185,24,3644,0,5,,,21,150,NC,lotto-soudal,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.050768386388583976,7.708333333333332,inf,0.20833333333333331
439,Kobe Goossens,belgium,75,42,6583,0,0,64.0,1.78,24,756,NC,lotto-soudal,0,0,1,0,0,1,0,1,0,0,0,1,2,3,0,0.01139298192313535,1.7857142857142858,inf,0.0
440,Rasmus Iversen,denmark,0,15,2064,0,0,77.0,1.9,23,1874,NC,lotto-soudal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
441,Giovanni Visconti,italy,149,49,8583,0,5,63.0,1.75,37,230,224,vini-zabu-ktm,1,11,2,1,12,8,2,15,1,17,0,14,38,52,18,0.017359897471746474,3.0408163265306123,inf,0.1020408163265306
442,Francesco Manuel Bongiorno,italy,48,27,4074,0,2,56.0,1.72,30,707,NC,vini-zabu-ktm,0,4,0,0,1,0,0,4,0,0,0,4,5,9,0,0.0117820324005891,1.7777777777777777,inf,0.07407407407407407
443,Marco Frapporti,italy,34,47,7283,0,1,69.0,1.79,35,1486,NC,vini-zabu-ktm,0,7,0,0,8,0,1,7,0,0,0,7,16,23,0,0.004668405876699162,0.7234042553191491,inf,0.02127659574468085
444,Luca Wackermann,italy,170,40,6202,2,8,68.0,1.88,28,199,NC,vini-zabu-ktm,0,1,0,2,2,0,1,2,1,0,0,1,7,8,1,0.027410512737826503,4.25,20.0,0.2
445,Matteo Busato,italy,2,24,3365,0,0,67.0,1.79,33,1505,NC,vini-zabu-ktm,0,3,0,0,3,0,0,2,0,0,0,3,5,8,0,0.0005943536404160475,0.08333333333333333,inf,0.0
446,Lorenzo Rota,italy,203,41,7130,0,3,59.0,1.72,25,153,NC,vini-zabu-ktm,0,3,0,0,5,0,0,5,0,0,0,3,10,13,0,0.02847124824684432,4.951219512195122,inf,0.07317073170731707
447,Edoardo Zardini,italy,53,42,6721,0,2,62.0,1.73,31,770,NC,vini-zabu-ktm,0,5,0,0,2,0,0,6,0,0,0,5,8,13,0,0.00788573128998661,1.261904761904762,inf,0.047619047619047616
448,Riccardo Stacchiotti,italy,7,26,4125,0,3,70.0,1.79,29,1767,NC,vini-zabu-ktm,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0.001696969696969697,0.2692307692307692,inf,0.1153846153846154
449,Lorenzo Fortunato,italy,60,29,4656,0,2,59.0,1.7,24,476,NC,vini-zabu-ktm,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0.01288659793814433,2.0689655172413794,inf,0.06896551724137931
450,Liam Bertazzo,italy,0,3,220,0,1,75.0,1.8,28,1323,NC,vini-zabu-ktm,0,2,0,0,2,0,1,0,1,0,0,2,3,5,1,0.0,0.0,inf,0.3333333333333333
451,Andrea Garosio,italy,27,23,3707,0,0,58.0,1.75,27,742,NC,vini-zabu-ktm,0,1,0,0,0,0,0,2,0,0,0,1,2,3,0,0.007283517669274345,1.173913043478261,inf,0.0
452,Veljko Stojnić,serbia,43,41,5943,1,4,73.0,1.87,21,607,NC,vini-zabu-ktm,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.007235402995120309,1.0487804878048779,41.0,0.0975609756097561
453,Etienne van Empel,netherlands,26,43,6617,0,0,64.0,1.86,26,NC,NC,vini-zabu-ktm,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0.003929273084479371,0.6046511627906976,inf,0.0
454,Simone Bevilacqua,italy,20,46,6757,0,1,,,23,1893,NC,vini-zabu-ktm,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.002959893443836022,0.43478260869565216,inf,0.021739130434782608
455,Umberto Marengo,italy,21,32,4976,0,1,65.0,1.78,28,1332,NC,vini-zabu-ktm,0,0,0,0,2,0,0,1,0,0,0,0,3,3,0,0.0042202572347266884,0.65625,inf,0.03125
456,Mattia Bevilacqua,italy,0,23,3484,0,0,,,22,NC,NC,vini-zabu-ktm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
457,Gianmarco Begnoni,italy,0,0,0,0,0,,,24,NC,NC,vini-zabu-ktm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
458,Roberto Carlos González,panama,23,34,5184,0,6,,,26,630,NC,vini-zabu-ktm,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.004436728395061728,0.6764705882352942,inf,0.17647058823529413
459,Andrea Di Renzo,italy,0,19,2666,0,0,62.0,1.79,25,NC,NC,vini-zabu-ktm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
460,Jan Petelin,luxembourg,0,10,1511,0,0,,,24,NC,NC,vini-zabu-ktm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
461,James Mitri,new-zealand,8,29,4656,0,0,60.0,1.78,21,NC,NC,vini-zabu-ktm,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0.001718213058419244,0.27586206896551724,inf,0.0
462,Leonardo Tortomasi,italy,3,30,4444,0,0,,,26,1827,NC,vini-zabu-ktm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006750675067506751,0.1,inf,0.0
463,Alessandro Iacchi,italy,0,25,3588,0,0,59.0,1.7,21,NC,NC,vini-zabu-ktm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
464,Matteo De Bonis,italy,0,11,1332,0,0,,,25,NC,NC,vini-zabu-ktm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
465,Andrea Bartolozzi,italy,0,9,1072,0,0,,,21,NC,NC,vini-zabu-ktm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
466,Matteo Pelucchi,italy,37,20,2571,0,4,74.0,1.82,31,1228,1171,bardiani-csf,0,3,2,1,2,0,0,0,0,3,0,5,3,8,3,0.01439128743679502,1.85,inf,0.2
467,Marco Benfatto,italy,17,28,3728,0,5,71.0,1.81,32,1092,1581,bardiani-csf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0045600858369098714,0.6071428571428571,inf,0.17857142857142858
468,Manuel Senni,italy,0,15,2377,0,0,60.0,1.81,28,NC,NC,bardiani-csf,0,4,0,0,0,0,0,4,1,0,0,4,4,8,1,0.0,0.0,inf,0.0
469,Iuri Filosi,italy,0,27,3761,0,0,70.0,1.84,28,1768,NC,bardiani-csf,0,1,0,2,2,0,0,2,0,1,0,1,6,7,1,0.0,0.0,inf,0.0
470,Filippo Zana,italy,34,48,7746,0,1,65.0,1.85,21,1061,NC,bardiani-csf,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0.004389362251484637,0.7083333333333334,inf,0.02083333333333333
471,Fabio Mazzucco,italy,30,59,9384,0,0,69.0,1.83,21,NC,NC,bardiani-csf,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0.00319693094629156,0.5084745762711864,inf,0.0
472,Giovanni Carboni,italy,44,53,8665,0,1,61.0,1.8,25,1075,NC,bardiani-csf,0,2,0,0,2,0,0,3,0,0,0,2,5,7,0,0.005077899596076169,0.8301886792452831,inf,0.018867924528301886
473,Daniel Savini,italy,45,29,4724,0,1,,,23,522,NC,bardiani-csf,0,0,0,0,1,0,0,2,0,0,0,0,3,3,0,0.009525825571549537,1.5517241379310345,inf,0.03448275862068965
474,Vincenzo Albanese,italy,36,32,5149,0,1,70.0,1.75,24,600,NC,bardiani-csf,0,1,0,0,2,0,0,0,0,1,0,1,2,3,1,0.006991648863857059,1.125,inf,0.03125
475,Alessandro Tonelli,italy,36,55,8625,0,1,64.0,1.76,28,1360,NC,bardiani-csf,0,2,0,0,4,0,0,3,0,0,0,2,7,9,0,0.0041739130434782605,0.6545454545454545,inf,0.01818181818181818
476,Giovanni Lonardi,italy,87,60,9254,1,8,70.0,1.8,24,703,NC,bardiani-csf,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0.009401339961097904,1.45,60.0,0.13333333333333333
477,Mirco Maestri,italy,0,20,2915,0,0,,,29,NC,NC,bardiani-csf,0,4,0,0,4,0,0,0,0,0,1,4,4,8,0,0.0,0.0,inf,0.0
478,Francesco Romano,italy,25,46,7303,0,0,,,23,1657,NC,bardiani-csf,0,1,0,0,0,0,0,2,0,0,0,1,2,3,0,0.003423250718882651,0.5434782608695652,inf,0.0
479,Umberto Orsini,italy,0,21,3335,0,0,67.0,1.88,26,NC,NC,bardiani-csf,0,1,0,0,1,0,0,2,0,0,0,1,3,4,0,0.0,0.0,inf,0.0
480,Filippo Zaccanti,italy,0,17,2223,0,0,,,25,NC,NC,bardiani-csf,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,inf,0.0
481,Alessandro Monaco,italy,0,23,3194,0,0,,,22,NC,NC,bardiani-csf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
482,Filippo Fiorelli,italy,81,43,6582,0,7,,,26,697,NC,bardiani-csf,0,1,0,0,1,0,0,1,0,0,0,1,2,3,0,0.012306289881494986,1.8837209302325584,inf,0.16279069767441862
483,Nicolas Dalla Valle,italy,0,31,4215,0,0,73.0,,23,NC,NC,bardiani-csf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
484,Luca Covili,italy,7,29,4429,0,0,58.0,1.8,23,1495,NC,bardiani-csf,0,2,0,0,0,0,0,2,0,0,0,2,2,4,0,0.0015804922104312483,0.2413793103448276,inf,0.0
485,Alessandro Pessot,italy,0,25,3334,0,0,75.0,1.92,25,NC,NC,bardiani-csf,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.0,0.0,inf,0.0
486,Alexander Kristoff,norway,545,48,8076,1,11,78.0,1.81,33,46,56,uae-team-emirates,8,2,0,10,9,0,9,0,4,17,0,10,28,38,21,0.06748390292223873,11.354166666666664,48.0,0.22916666666666666
487,Rui Costa,portugal,428,54,8754,2,13,69.0,1.83,34,71,153,uae-team-emirates,9,1,2,2,4,11,2,10,6,6,3,12,29,41,12,0.04889193511537583,7.925925925925926,27.0,0.24074074074074076
488,Diego Ulissi,italy,1141,53,8773,5,24,63.0,1.75,31,8,162,uae-team-emirates,1,8,1,0,8,9,0,9,6,11,1,10,26,36,17,0.13005813290778526,21.52830188679245,10.6,0.4528301886792453
489,Sergio Henao,colombia,176,42,6989,0,6,61.0,1.7,33,240,712,uae-team-emirates,3,3,6,0,0,7,0,5,1,2,1,12,12,24,3,0.025182429532121905,4.190476190476192,inf,0.14285714285714285
490,Fabio Aru,italy,107,26,4040,0,6,63.0,1.83,30,301,571,uae-team-emirates,4,4,5,0,0,0,0,7,1,1,0,13,7,20,2,0.026485148514851484,4.115384615384615,inf,0.2307692307692308
491,Marco Marcato,italy,43,44,7310,0,0,67.0,1.74,36,1051,841,uae-team-emirates,6,4,2,7,6,5,10,7,0,2,0,12,35,47,2,0.005882352941176471,0.9772727272727272,inf,0.0
492,Tadej Pogačar,slovenia,1895,43,7287,9,24,66.0,1.76,22,2,474,uae-team-emirates,1,0,1,0,1,2,0,0,4,0,3,2,3,5,4,0.26005214766021684,44.069767441860456,4.777777777777779,0.5581395348837209
493,Fernando Gaviria,colombia,383,52,8575,6,14,71.0,1.8,26,120,357,uae-team-emirates,1,3,1,1,4,0,1,0,0,4,0,5,6,11,4,0.04466472303206997,7.365384615384616,8.666666666666666,0.2692307692307692
494,Maximiliano Richeze,argentina,15,57,9154,0,2,68.0,1.77,37,1632,782,uae-team-emirates,4,5,4,2,8,0,2,1,0,3,0,13,13,26,3,0.0016386279222197946,0.2631578947368421,inf,0.03508771929824561
495,Davide Formolo,italy,308,42,7158,1,6,62.0,1.81,28,93,1529,uae-team-emirates,1,5,4,0,1,4,0,5,0,1,0,10,10,20,1,0.043028778988544285,7.333333333333332,42.0,0.14285714285714285
496,David de la Cruz,spain,365,60,9716,0,9,66.0,1.82,31,109,1748,uae-team-emirates,2,3,7,0,1,4,0,3,0,0,1,12,8,20,0,0.037566899958830786,6.083333333333332,inf,0.15
497,Jan Polanc,slovenia,140,43,6897,0,4,62.0,1.72,28,187,NC,uae-team-emirates,2,5,1,0,0,3,0,5,0,0,1,8,8,16,0,0.020298680585761925,3.255813953488372,inf,0.09302325581395347
498,Jasper Philipsen,belgium,636,50,8054,3,20,69.0,1.76,22,65,1864,uae-team-emirates,1,0,1,1,1,0,1,0,0,0,0,2,3,5,0,0.07896697293270424,12.72,16.666666666666668,0.4
499,Brandon McNulty,united-states,413,45,7048,0,11,69.0,1.83,22,140,NC,uae-team-emirates,0,1,0,0,0,0,0,1,1,0,0,1,1,2,1,0.05859818388195232,9.177777777777775,inf,0.24444444444444444
500,Valerio Conti,italy,124,47,7367,1,4,61.0,1.72,27,253,NC,uae-team-emirates,0,5,5,0,0,2,0,4,0,2,0,10,6,16,2,0.016831817564816068,2.6382978723404253,47.0,0.0851063829787234
501,Joe Dombrowski,united-states,20,41,6540,0,1,68.0,1.85,29,1080,NC,uae-team-emirates,0,5,3,0,0,0,0,2,1,0,0,8,2,10,1,0.003058103975535168,0.4878048780487805,inf,0.024390243902439025
502,Vegard Stake Laengen,norway,43,49,7778,0,0,79.0,1.95,31,1230,NC,uae-team-emirates,3,2,2,3,2,2,4,1,0,1,0,7,12,19,1,0.005528413473900745,0.8775510204081632,inf,0.0
503,Sven Erik Bystrøm,norway,154,32,4997,1,1,70.0,1.89,28,143,NC,uae-team-emirates,1,0,3,2,4,0,4,0,0,1,0,4,10,14,1,0.030818491094656793,4.8125,32.0,0.03125
504,Mikkel Bjerg,denmark,128,51,7903,0,3,78.0,1.91,22,613,NC,uae-team-emirates,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.016196381121093256,2.5098039215686274,inf,0.05882352941176471
505,Alexandr Riabushenko,belarus,148,46,7094,0,3,61.0,1.78,25,133,NC,uae-team-emirates,0,0,1,0,0,1,0,1,0,1,0,1,2,3,1,0.02086270087397801,3.217391304347826,inf,0.06521739130434782
506,Tom Bohli,switzerland,5,34,4549,0,1,71.0,1.83,26,1416,NC,uae-team-emirates,0,1,0,1,0,0,1,0,0,0,1,1,2,3,0,0.0010991426687183997,0.14705882352941174,inf,0.029411764705882356
507,Juan Sebastián Molano,colombia,123,51,7770,3,8,72.0,1.8,26,563,NC,uae-team-emirates,0,2,2,0,1,0,0,0,1,1,0,4,1,5,2,0.015830115830115832,2.411764705882353,17.0,0.1568627450980392
508,Yousif Mirza,united-arab-emirates,0,11,1640,0,0,60.0,1.76,32,NC,NC,uae-team-emirates,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,inf,0.0
509,Alessandro Covi,italy,128,31,4725,0,5,66.0,1.76,22,200,NC,uae-team-emirates,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.02708994708994709,4.129032258064516,inf,0.16129032258064516
510,Edward Ravasi,italy,33,29,4651,0,1,61.0,1.81,26,1052,NC,uae-team-emirates,0,1,1,0,0,1,0,3,0,0,0,2,4,6,0,0.0070952483336916795,1.137931034482759,inf,0.03448275862068965
511,Oliviero Troia,italy,8,16,2577,0,0,80.0,1.91,26,NC,NC,uae-team-emirates,1,0,1,2,2,1,3,0,0,0,0,2,8,10,0,0.003104384943733023,0.5,inf,0.0
