ID,Cycliste,Nationality,Points,Racedays,Km,Wins,Top_10,Weight,Height,Age,UCI_rank,All_time_rank,Team,TDF_starts,Giro_starts,Vuelta_starts,Roubaix_starts,MSR_starts,LBL_starts,Ronde_starts,Lombardia_starts,GC_wins,Oneday_Race_wins,ITT_wins,Gt_Participation,Classic_Participation,GT_Classic_Participation,Carreer_Major_Wins,Points_per_Km,Points_per_days,days_between_wins,top10_percent
0,Vincenzo Nibali,italy,764,53,9048,0,15,65.0,1.81,36,25,36,trek-segafredo,8,9,6,0,12,14,1,13,13,13,4,23,40,63,26,0.08443854995579134,14.415094339622641,inf,0.2830188679245283
1,Bauke Mollema,netherlands,321,28,4535,0,12,64.0,1.83,34,102,231,trek-segafredo,10,3,4,0,1,7,0,12,2,5,1,17,20,37,7,0.07078280044101433,11.464285714285715,inf,0.42857142857142855
2,Richie Porte,australia,1133,54,8974,2,18,62.0,1.72,35,7,137,trek-segafredo,10,3,2,0,0,4,0,2,9,0,8,15,6,21,9,0.12625362157343434,20.98148148148148,27.0,0.3333333333333333
3,Jasper Stuyven,belgium,603,57,9624,1,13,78.0,1.86,28,55,710,trek-segafredo,4,1,2,6,3,0,7,1,1,4,0,7,17,24,5,0.06265586034912718,10.578947368421053,57.0,0.2280701754385965
4,Pieter Weening,netherlands,25,23,3396,0,0,68.0,1.86,39,1227,736,trek-segafredo,6,6,4,0,0,10,3,9,2,1,0,16,22,38,3,0.007361601884570083,1.0869565217391304,inf,0.0
5,Mads Pedersen,denmark,769,58,9317,3,12,70.0,1.79,25,31,649,trek-segafredo,1,2,0,3,0,1,3,0,2,6,2,3,7,10,8,0.08253729741333048,13.258620689655173,19.33333333333333,0.20689655172413796
6,Gianluca Brambilla,italy,159,38,6304,0,4,57.0,1.7,33,206,1822,trek-segafredo,1,8,5,0,5,3,0,10,0,2,0,14,18,32,2,0.02522208121827411,4.1842105263157885,inf,0.10526315789473684
7,Edward Theuns,belgium,92,53,8995,0,5,72.0,1.83,29,509,1200,trek-segafredo,3,0,2,5,2,1,7,0,0,3,0,5,15,20,3,0.010227904391328516,1.7358490566037736,inf,0.09433962264150944
8,Koen de Kort,netherlands,38,49,7803,0,0,69.0,1.79,38,NC,NC,trek-segafredo,8,2,7,13,9,2,14,3,0,1,0,17,41,58,1,0.004869921824939126,0.7755102040816326,inf,0.0
9,Toms Skujiņš,latvia,137,41,6935,0,1,70.0,1.78,29,416,1934,trek-segafredo,3,0,1,0,2,5,2,2,0,3,1,4,11,15,3,0.019754866618601298,3.3414634146341466,inf,0.024390243902439025
10,Giulio Ciccone,italy,318,28,4983,1,4,58.0,1.76,26,70,1764,trek-segafredo,1,5,0,0,2,1,0,4,0,2,0,6,7,13,2,0.0638169777242625,11.357142857142858,28.0,0.14285714285714285
11,Kenny Elissonde,france,210,58,9560,0,4,52.0,1.69,29,251,NC,trek-segafredo,1,3,5,0,0,1,0,3,0,0,0,9,4,13,0,0.021966527196652718,3.6206896551724137,inf,0.06896551724137931
12,Alexander Kamp,denmark,15,34,4909,0,1,,,27,NC,NC,trek-segafredo,0,0,1,0,0,1,0,0,0,1,0,1,1,2,1,0.003055612140965573,0.4411764705882353,inf,0.029411764705882356
13,Kiel Reijnen,united-states,14,28,3938,0,1,63.0,1.8,34,1806,NC,trek-segafredo,0,0,3,0,4,1,4,2,0,1,0,3,11,14,1,0.003555104113763332,0.5,inf,0.03571428571428571
14,Quinn Simmons,united-states,193,34,5194,0,5,72.0,1.82,19,155,NC,trek-segafredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03715825953022719,5.6764705882352935,inf,0.14705882352941174
15,Emīls Liepiņš,latvia,85,54,8265,0,6,67.0,1.75,28,447,NC,trek-segafredo,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0.0102843315184513,1.5740740740740742,inf,0.1111111111111111
16,Jacopo Mosca,italy,233,51,8358,0,9,,,27,130,NC,trek-segafredo,0,2,1,0,3,0,0,1,1,0,0,3,4,7,1,0.027877482651352002,4.568627450980392,inf,0.17647058823529413
17,Alex Kirsch,luxembourg,78,48,7491,0,4,75.0,1.94,28,273,NC,trek-segafredo,0,0,1,2,0,2,3,0,0,0,0,1,7,8,0,0.010412494993992792,1.625,inf,0.08333333333333333
18,Ryan Mullen,ireland,23,50,7011,0,2,77.0,1.89,26,1232,NC,trek-segafredo,0,1,0,4,1,0,3,0,0,2,5,1,8,9,2,0.0032805591213806874,0.46,inf,0.04
19,Niklas Eg,denmark,111,62,10229,0,0,,,25,459,NC,trek-segafredo,1,1,2,0,0,0,0,2,0,0,0,4,2,6,0,0.010851500635448236,1.7903225806451613,inf,0.0
20,Nicola Conci,italy,134,48,8127,0,5,,,23,223,NC,trek-segafredo,0,2,1,0,1,1,0,2,0,0,0,3,4,7,0,0.01648824904638858,2.7916666666666665,inf,0.10416666666666667
21,Will Clarke,australia,8,20,3263,0,0,81.0,1.92,35,NC,NC,trek-segafredo,0,1,1,2,1,1,1,0,0,0,4,2,5,7,0,0.002451731535396874,0.4,inf,0.0
22,Matteo Moschetti,italy,182,33,4533,2,5,,,24,159,NC,trek-segafredo,0,1,1,0,0,0,0,0,0,2,0,2,0,2,2,0.04015001103022281,5.5151515151515165,16.5,0.15151515151515152
23,Julien Bernard,france,45,51,8169,1,1,60.0,1.76,28,803,NC,trek-segafredo,2,2,2,0,0,2,0,2,0,0,0,6,4,10,0,0.005508630187293426,0.8823529411764706,51.0,0.0196078431372549
24,Mattias Skjelmose Jensen,denmark,0,14,2140,0,0,,,20,1962,NC,trek-segafredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
25,Michel Ries,luxembourg,45,58,8970,0,3,67.0,1.84,22,738,NC,trek-segafredo,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0.005016722408026756,0.7758620689655172,inf,0.05172413793103448
26,Alessandro Fancellu,italy,55,20,2720,0,2,62.0,1.72,20,524,NC,trek-segafredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02022058823529412,2.75,inf,0.1
27,Antonio Nibali,italy,25,42,6637,0,0,65.0,1.8,28,1106,NC,trek-segafredo,0,3,1,0,0,1,0,3,0,0,0,4,4,8,0,0.003766762091306313,0.5952380952380952,inf,0.0
28,Charlie Quarterman,great-britain,8,37,5200,0,1,,,22,NC,NC,trek-segafredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015384615384615385,0.21621621621621626,inf,0.027027027027027032
29,Juan Pedro López,spain,38,46,7330,0,0,60.0,1.7,23,983,NC,trek-segafredo,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0.005184174624829468,0.8260869565217391,inf,0.0
30,Antonio Tiberi,italy,16,18,2633,0,5,62.0,1.82,19,766,NC,trek-segafredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006076718571971136,0.8888888888888888,inf,0.2777777777777778
31,Amaury Capiot,belgium,347,46,7363,0,16,69.0,1.87,27,79,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0.04712752953958984,7.543478260869565,inf,0.3478260869565217
32,Thomas Sprengers,belgium,72,38,6485,0,2,60.0,1.77,30,396,NC,sport-vlaanderen-baloise,0,0,0,0,0,6,3,0,0,0,0,0,9,9,0,0.01110254433307633,1.8947368421052633,inf,0.05263157894736842
33,Kevin Deltombe,belgium,12,37,5994,0,0,66.0,1.78,26,2056,NC,sport-vlaanderen-baloise,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0.002002002002002002,0.32432432432432434,inf,0.0
34,Jordi Warlop,belgium,45,25,3702,0,5,73.0,1.83,24,650,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.012155591572123177,1.8,inf,0.2
35,Edward Planckaert,belgium,106,27,4100,0,6,67.0,1.75,25,237,NC,sport-vlaanderen-baloise,0,0,0,1,0,0,3,0,0,0,0,0,4,4,0,0.02585365853658536,3.9259259259259265,inf,0.2222222222222222
36,Milan Menten,belgium,31,20,3400,0,2,68.0,1.74,24,925,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.009117647058823529,1.55,inf,0.1
37,Kenneth Van Rooy,belgium,102,28,4079,0,5,70.0,1.78,27,371,NC,sport-vlaanderen-baloise,0,0,0,0,0,1,2,0,0,0,0,0,3,3,0,0.0250061289531748,3.6428571428571432,inf,0.17857142857142858
38,Aaron Verwilst,belgium,0,11,1688,0,0,68.0,1.82,23,NC,NC,sport-vlaanderen-baloise,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,inf,0.0
39,Emiel Planckaert,belgium,10,34,5372,0,0,69.0,1.83,24,NC,NC,sport-vlaanderen-baloise,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.0018615040953090093,0.29411764705882354,inf,0.0
40,Cédric Beullens,belgium,34,30,4380,0,2,79.0,1.9,23,637,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.007762557077625571,1.1333333333333333,inf,0.06666666666666668
41,Robbe Ghys,belgium,0,11,1480,0,1,72.0,1.82,23,NC,NC,sport-vlaanderen-baloise,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.0,0.0,inf,0.09090909090909093
42,Sasha Weemaes,belgium,33,27,3487,0,2,73.0,1.77,22,642,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946372239747634,1.2222222222222223,inf,0.07407407407407407
43,Thimo Willems,belgium,0,18,2550,0,1,67.0,1.75,24,1586,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0,0.0,inf,0.05555555555555555
44,Sander De Pestel,belgium,0,6,1006,0,0,74.0,1.84,22,1666,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
45,Aaron Van Poucke,belgium,29,32,5442,0,1,68.0,1.77,22,764,NC,sport-vlaanderen-baloise,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0.005328923190003675,0.90625,inf,0.03125
46,Fabio Van Den Bossche,belgium,17,24,3813,0,3,61.0,1.76,20,1368,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0044584316810910045,0.7083333333333334,inf,0.125
47,Julian Mertens,belgium,6,11,1902,0,0,67.0,1.8,23,1898,NC,sport-vlaanderen-baloise,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.003154574132492113,0.5454545454545454,inf,0.0
48,Kenny De Ketele,belgium,0,14,2197,0,0,66.0,1.78,35,NC,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
49,Lindsay De Vylder,belgium,8,22,3154,0,0,70.0,1.83,25,1492,NC,sport-vlaanderen-baloise,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.0025364616360177552,0.3636363636363637,inf,0.0
50,Gilles De Wilde,belgium,6,27,3950,0,1,75.0,1.83,21,1535,NC,sport-vlaanderen-baloise,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0015189873417721519,0.2222222222222222,inf,0.037037037037037035
51,Julian Alaphilippe,france,1113,51,8465,3,14,60.0,1.73,28,6,152,deceuninck-quick-step,4,0,1,0,4,5,1,3,3,7,3,5,13,18,10,0.1314825753101004,21.823529411764707,17.0,0.27450980392156865
52,Zdeněk Štybar,czech-republic,251,51,8474,1,5,68.0,1.83,35,134,410,deceuninck-quick-step,2,1,5,7,6,1,8,2,1,6,0,8,24,32,7,0.029620014160962944,4.921568627450982,51.0,0.09803921568627452
53,Bob Jungels,luxembourg,134,47,7686,1,4,70.0,1.89,28,194,651,deceuninck-quick-step,3,3,2,1,2,4,1,3,1,9,9,8,11,19,10,0.017434296122820714,2.851063829787234,47.0,0.0851063829787234
54,Sam Bennett,ireland,968,69,11284,7,20,73.0,1.78,30,37,256,deceuninck-quick-step,3,2,2,2,5,0,1,0,0,8,0,7,8,15,8,0.0857851825593761,14.028985507246375,9.857142857142858,0.2898550724637681
55,Yves Lampaert,belgium,677,38,6115,1,11,75.0,1.8,29,21,516,deceuninck-quick-step,2,0,2,5,1,0,6,0,2,5,2,4,12,16,7,0.1107113654946852,17.815789473684212,38.0,0.2894736842105263
56,Dries Devenyns,belgium,363,48,8010,1,3,65.0,1.77,37,87,1116,deceuninck-quick-step,6,3,2,0,2,7,6,8,2,2,0,11,23,34,4,0.045318352059925085,7.5625,48.0,0.0625
57,Remco Evenepoel,belgium,898,23,3589,9,13,60.0,1.71,20,20,708,deceuninck-quick-step,0,0,0,0,0,0,0,1,5,1,3,0,1,1,6,0.2502089718584564,39.04347826086956,2.555555555555556,0.5652173913043478
58,Florian Sénéchal,france,729,38,6702,1,13,77.0,1.79,27,16,1704,deceuninck-quick-step,2,2,1,6,2,0,5,1,0,2,0,5,14,19,2,0.10877350044762757,19.184210526315788,38.0,0.34210526315789475
59,Michael Mørkøv,denmark,146,70,11444,0,5,71.0,1.83,35,266,1911,deceuninck-quick-step,5,3,4,6,6,0,6,0,0,3,0,12,18,30,3,0.012757777001048584,2.085714285714286,inf,0.07142857142857142
60,Pieter Serry,belgium,73,53,8406,1,2,66.0,1.86,32,336,NC,deceuninck-quick-step,0,6,5,0,0,7,0,6,0,0,0,11,13,24,0,0.008684273138234595,1.3773584905660377,53.0,0.03773584905660377
61,Mattia Cattaneo,italy,174,39,6144,0,2,67.0,1.84,30,363,NC,deceuninck-quick-step,0,4,3,0,3,2,1,4,0,1,0,7,10,17,1,0.0283203125,4.461538461538462,inf,0.05128205128205128
62,Fabio Jakobsen,netherlands,283,14,2317,4,8,78.0,1.81,24,124,872,deceuninck-quick-step,0,0,1,0,0,0,0,0,0,5,0,1,0,1,5,0.12214069917997412,20.214285714285715,3.5,0.5714285714285714
63,Fausto Masnada,italy,427,48,8149,0,10,65.0,1.81,27,84,1938,deceuninck-quick-step,0,3,0,0,3,0,0,2,1,0,0,3,5,8,1,0.052399067370229466,8.895833333333334,inf,0.20833333333333331
64,Kasper Asgreen,denmark,433,47,7759,3,8,75.0,1.92,25,58,1684,deceuninck-quick-step,2,0,1,1,1,0,2,1,0,2,2,3,5,8,2,0.0558061605877046,9.212765957446807,15.666666666666664,0.1702127659574468
65,Rémi Cavagna,france,339,64,10247,2,6,78.0,1.86,25,107,NC,deceuninck-quick-step,1,1,2,0,0,3,0,1,0,2,1,4,4,8,2,0.03308285351810286,5.296875,32.0,0.09375
66,Iljo Keisse,belgium,66,61,9846,0,2,72.0,1.83,38,469,NC,deceuninck-quick-step,1,5,1,8,2,0,7,0,0,3,0,7,17,24,3,0.0067032297379646544,1.0819672131147542,inf,0.032786885245901634
67,Davide Ballerini,italy,334,46,7672,1,11,77.0,1.83,26,90,NC,deceuninck-quick-step,0,2,0,1,2,0,1,3,0,2,1,2,7,9,2,0.04353493222106361,7.2608695652173925,46.0,0.2391304347826087
68,Álvaro José Hodeg,colombia,176,49,7653,0,14,76.0,1.86,24,564,1321,deceuninck-quick-step,0,1,0,0,0,0,0,0,0,3,0,1,0,1,3,0.02299751731347184,3.591836734693877,inf,0.2857142857142857
69,Tim Declercq,belgium,311,53,9094,0,3,78.0,1.9,31,103,NC,deceuninck-quick-step,2,0,2,6,3,3,5,0,0,0,0,4,17,21,0,0.034198372553331864,5.867924528301888,inf,0.05660377358490566
70,Bert Van Lerberghe,belgium,113,41,6467,0,5,83.0,1.9,28,312,NC,deceuninck-quick-step,0,0,0,4,2,0,5,0,0,0,0,0,11,11,0,0.017473326117210454,2.756097560975609,inf,0.12195121951219512
71,João Almeida,portugal,863,48,7455,1,25,63.0,1.78,22,13,NC,deceuninck-quick-step,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0.11576123407109322,17.979166666666668,48.0,0.5208333333333334
72,James Knox,great-britain,288,54,8740,1,6,58.0,1.73,25,166,NC,deceuninck-quick-step,0,2,1,0,0,0,0,1,0,0,0,3,1,4,0,0.032951945080091534,5.333333333333333,54.0,0.1111111111111111
73,Andrea Bagioli,italy,321,41,6618,3,12,60.0,1.76,21,110,NC,deceuninck-quick-step,0,0,1,0,0,1,0,1,0,0,0,1,2,3,0,0.048504079782411606,7.829268292682928,13.666666666666664,0.2926829268292683
74,Mikkel Frølich Honoré,denmark,164,42,6864,1,6,68.0,1.85,23,286,NC,deceuninck-quick-step,0,2,0,0,0,0,0,1,0,0,0,2,1,3,0,0.02389277389277389,3.9047619047619047,42.0,0.14285714285714285
75,Jannik Steimle,germany,223,45,7462,2,8,73.0,1.87,24,188,NC,deceuninck-quick-step,0,0,1,0,0,0,0,0,1,1,2,1,0,1,2,0.029884749396944518,4.955555555555557,22.5,0.17777777777777778
76,Shane Archbold,new-zealand,97,34,5373,1,5,79.0,1.82,31,220,NC,deceuninck-quick-step,1,0,1,2,0,0,2,0,0,1,0,2,4,6,1,0.01805322910850549,2.8529411764705883,34.0,0.14705882352941174
77,Stijn Steels,belgium,13,33,5714,0,0,78.0,1.82,31,NC,NC,deceuninck-quick-step,0,0,0,5,0,0,4,0,0,0,0,0,9,9,0,0.0022751137556877845,0.3939393939393939,inf,0.0
78,Ian Garrison,united-states,37,38,6057,0,1,76.0,1.93,22,1533,NC,deceuninck-quick-step,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0.006108634637609378,0.9736842105263158,inf,0.02631578947368421
79,Sean Quinn,united-states,0,15,2205,0,1,67.0,1.86,20,1690,NC,deceuninck-quick-step,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.06666666666666668
80,Mauri Vansevenant,belgium,20,20,3366,1,1,60.0,1.75,21,2055,NC,deceuninck-quick-step,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.0059417706476530005,1.0,20.0,0.05
81,Francesco Gavazzi,italy,24,14,2278,0,0,65.0,1.73,36,914,631,androni-sidermec-bottecchia,2,5,1,0,10,6,1,12,0,3,0,8,29,37,3,0.010535557506584723,1.7142857142857142,inf,0.0
82,Manuel Belletti,italy,63,13,1923,0,5,72.0,1.75,35,581,775,androni-sidermec-bottecchia,0,9,0,0,8,0,2,1,1,3,0,9,11,20,4,0.0327613104524181,4.846153846153847,inf,0.38461538461538464
83,Jhonatan Restrepo,colombia,175,60,8870,4,13,73.0,1.78,26,326,NC,androni-sidermec-bottecchia,0,1,2,0,1,0,0,2,0,0,1,3,3,6,0,0.01972942502818489,2.9166666666666665,15.0,0.21666666666666667
84,Luca Chirico,italy,39,40,5979,0,0,58.0,1.67,28,1079,NC,androni-sidermec-bottecchia,0,2,0,0,1,0,0,2,0,0,0,2,3,5,0,0.006522829904666332,0.975,inf,0.0
85,Alessandro Bisolti,italy,20,33,5019,0,0,58.0,1.75,35,1802,NC,androni-sidermec-bottecchia,0,4,0,0,0,0,0,5,0,0,0,4,5,9,0,0.003984857541342897,0.6060606060606061,inf,0.0
86,Luca Pacioni,italy,69,32,4676,0,14,67.0,1.75,27,551,NC,androni-sidermec-bottecchia,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.014756201881950384,2.15625,inf,0.4375
87,Nicola Bagioli,italy,55,14,2393,0,1,64.0,1.68,25,474,NC,androni-sidermec-bottecchia,0,1,0,0,1,0,0,3,0,0,0,1,4,5,0,0.022983702465524447,3.928571428571429,inf,0.07142857142857142
88,Simon Pellaud,switzerland,103,54,8480,0,3,70.0,1.79,28,365,NC,androni-sidermec-bottecchia,0,1,2,0,0,0,0,1,0,0,0,3,1,4,0,0.01214622641509434,1.9074074074074077,inf,0.05555555555555555
89,Josip Rumac,croatia,66,46,7379,2,2,71.0,1.82,26,229,NC,androni-sidermec-bottecchia,0,1,0,0,1,0,0,1,0,3,3,1,2,3,3,0.008944301395853097,1.4347826086956519,23.0,0.043478260869565216
90,Davide Gabburo,italy,77,26,4148,0,2,63.0,1.72,27,374,NC,androni-sidermec-bottecchia,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.01856316297010608,2.9615384615384617,inf,0.07692307692307693
91,Kevin Rivera,costa-rica,56,24,3224,1,7,56.0,1.65,22,555,NC,androni-sidermec-bottecchia,0,0,0,0,0,0,0,1,2,0,0,0,1,1,2,0.017369727047146403,2.333333333333333,24.0,0.2916666666666667
92,Miguel Eduardo Flórez,colombia,161,24,3440,1,7,57.0,1.74,24,204,NC,androni-sidermec-bottecchia,0,1,0,0,0,0,0,4,0,0,0,1,4,5,0,0.04680232558139535,6.708333333333332,24.0,0.2916666666666667
93,Daniel Muñoz,colombia,6,30,3561,0,6,57.0,1.74,24,1365,NC,androni-sidermec-bottecchia,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0.0016849199663016006,0.2,inf,0.2
94,Simone Ravanelli,italy,81,55,8272,0,6,66.0,1.78,25,531,NC,androni-sidermec-bottecchia,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0.009792069632495164,1.4727272727272729,inf,0.10909090909090907
95,Mattia Frapporti,italy,0,13,1826,0,0,74.0,1.82,26,NC,NC,androni-sidermec-bottecchia,0,0,0,0,1,0,0,2,0,0,0,0,3,3,0,0.0,0.0,inf,0.0
96,János Pelikán,hungary,4,9,1411,0,2,,,25,620,NC,androni-sidermec-bottecchia,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.0028348688873139623,0.4444444444444444,inf,0.2222222222222222
97,Matteo Spreafico,italy,5,34,5422,0,0,69.0,1.84,27,NC,NC,androni-sidermec-bottecchia,0,1,0,0,0,0,0,2,0,0,0,1,2,3,0,0.0009221689413500553,0.14705882352941174,inf,0.0
98,Mattia Bais,italy,34,43,7058,0,0,66.0,1.75,24,1000,NC,androni-sidermec-bottecchia,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0.004817228676678946,0.7906976744186046,inf,0.0
99,Jefferson Alexander Cepeda,ecuador,24,42,6283,0,8,56.0,1.64,22,1350,NC,androni-sidermec-bottecchia,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.003819831290784657,0.5714285714285714,inf,0.19047619047619047
100,Nicola Venchiarutti,italy,7,24,3255,0,1,64.0,1.73,22,1531,NC,androni-sidermec-bottecchia,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.002150537634408602,0.2916666666666667,inf,0.04166666666666666
101,Mattia Viel,italy,0,19,2851,0,0,72.0,1.8,25,NC,NC,androni-sidermec-bottecchia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
102,Michael Albasini,switzerland,32,17,3208,0,0,65.0,1.72,40,633,287,mitchelton-scott,9,2,3,3,6,15,4,9,4,4,0,14,37,51,8,0.00997506234413965,1.8823529411764703,inf,0.0
103,Adam Yates,great-britain,618,32,5247,2,11,58.0,1.73,28,52,450,mitchelton-scott,5,1,3,0,0,4,0,5,3,3,0,9,9,18,6,0.11778158947970267,19.3125,16.0,0.34375
104,Simon Yates,great-britain,663,39,5993,2,11,58.0,1.72,28,27,342,mitchelton-scott,4,3,3,0,2,2,0,2,2,2,1,10,6,16,4,0.11062906724511933,17.0,19.5,0.28205128205128205
105,Mikel Nieve,spain,287,51,8295,0,4,62.0,1.73,36,176,1363,mitchelton-scott,6,6,8,0,0,3,0,9,0,0,0,20,12,32,0,0.03459915611814346,5.627450980392156,inf,0.0784313725490196
106,Daryl Impey,south-africa,368,43,7019,1,8,70.0,1.81,36,69,468,mitchelton-scott,8,1,1,1,8,8,3,1,5,2,8,10,21,31,7,0.052429120957401334,8.55813953488372,43.0,0.18604651162790695
107,Esteban Chaves,colombia,368,58,9473,0,11,55.0,1.64,30,129,538,mitchelton-scott,2,4,6,0,0,1,0,4,2,3,0,12,5,17,5,0.038847250079172384,6.344827586206898,inf,0.1896551724137931
108,Luka Mezgec,slovenia,511,44,7492,0,13,72.0,1.83,32,73,749,mitchelton-scott,1,5,3,4,3,0,5,1,0,3,0,9,13,22,3,0.06820608649225841,11.613636363636365,inf,0.2954545454545455
109,Luke Durbridge,australia,67,28,3824,2,4,78.0,1.87,29,256,948,mitchelton-scott,6,4,0,6,2,1,6,1,2,2,9,10,16,26,4,0.01752092050209205,2.392857142857143,14.0,0.14285714285714285
110,Brent Bookwalter,united-states,96,26,3948,0,1,70.0,1.8,36,390,1589,mitchelton-scott,4,5,2,1,1,4,0,0,0,0,0,11,6,17,0,0.0243161094224924,3.692307692307693,inf,0.038461538461538464
111,Cameron Meyer,australia,33,36,5655,1,1,70.0,1.81,32,347,1152,mitchelton-scott,1,5,3,0,1,3,0,3,2,1,2,9,7,16,3,0.005835543766578249,0.9166666666666666,36.0,0.027777777777777776
112,Jack Haig,australia,368,38,5989,1,12,67.0,1.9,27,96,1991,mitchelton-scott,1,2,3,0,0,2,1,4,0,0,0,6,7,13,0,0.06144598430455836,9.68421052631579,38.0,0.3157894736842105
113,Christopher Juul-Jensen,denmark,50,41,6878,0,0,73.0,1.83,31,NC,NC,mitchelton-scott,3,5,1,3,5,4,5,1,1,0,1,9,18,27,1,0.007269555103227681,1.2195121951219512,inf,0.0
114,Dion Smith,new-zealand,361,42,6736,1,7,67.0,1.79,27,83,NC,mitchelton-scott,2,0,2,0,1,3,2,0,0,1,0,4,6,10,1,0.05359263657957245,8.595238095238095,42.0,0.16666666666666666
115,Damien Howson,australia,254,34,4927,3,9,68.0,1.88,28,139,NC,mitchelton-scott,2,2,4,0,0,2,0,4,2,0,0,8,6,14,2,0.05155266896691699,7.470588235294117,11.333333333333336,0.2647058823529412
116,Andrey Zeits,kazakhstan,36,5,687,0,1,73.0,1.89,34,909,NC,mitchelton-scott,2,9,7,0,0,0,0,3,0,0,0,18,3,21,0,0.052401746724890834,7.2,inf,0.2
117,Jack Bauer,new-zealand,144,41,6707,1,3,74.0,1.91,35,393,NC,mitchelton-scott,6,2,0,7,4,0,8,0,0,2,2,8,19,27,2,0.021470105859549726,3.5121951219512195,41.0,0.07317073170731707
118,Tsgabu Grmay,ethiopia,43,39,6747,0,0,63.0,1.75,29,1078,NC,mitchelton-scott,3,1,4,0,0,3,0,3,0,2,6,8,6,14,2,0.006373202904994811,1.1025641025641026,inf,0.0
119,Lucas Hamilton,australia,192,36,5476,2,8,,,24,163,NC,mitchelton-scott,0,2,0,0,0,0,0,1,1,1,0,2,1,3,2,0.03506208911614317,5.333333333333333,18.0,0.2222222222222222
120,Michael Hepburn,australia,25,35,5434,1,3,77.0,1.86,29,905,NC,mitchelton-scott,2,5,0,2,2,0,3,0,0,0,3,7,7,14,0,0.004600662495399336,0.7142857142857143,35.0,0.08571428571428573
121,Edoardo Affini,italy,41,34,4726,1,4,80.0,1.92,24,456,NC,mitchelton-scott,0,1,0,1,1,0,1,0,0,0,1,1,3,4,0,0.008675412611087601,1.2058823529411764,34.0,0.1176470588235294
122,Robert Stannard,australia,224,41,6920,0,6,68.0,1.79,22,162,NC,mitchelton-scott,0,0,1,1,2,0,1,1,0,0,0,1,5,6,0,0.03236994219653179,5.463414634146342,inf,0.14634146341463414
123,Nick Schultz,australia,94,39,6358,0,1,68.0,1.8,26,457,NC,mitchelton-scott,0,0,4,0,0,2,0,0,0,0,0,4,2,6,0,0.014784523435042466,2.41025641025641,inf,0.02564102564102564
124,Sam Bewley,new-zealand,5,27,3942,0,0,81.0,1.9,33,NC,NC,mitchelton-scott,1,3,5,4,2,1,3,0,0,0,0,9,10,19,0,0.0012683916793505836,0.1851851851851852,inf,0.0
125,Alex Edmondson,australia,50,46,7327,0,2,75.0,1.84,27,1406,NC,mitchelton-scott,0,1,2,2,1,0,3,0,0,1,0,3,6,9,1,0.006824075337791729,1.0869565217391304,inf,0.043478260869565216
